object_id,address,type,area,rooms,floor,build_year,cadastral_number,owner_ids
976,"к. Якутск, наб. Угловая, д. 1, 181677",дом,412.9,4,16,1963,53:36:9852408:75,111
977,"ст. Рославль, алл. Медицинская, д. 5 к. 5, 608385",коммерческое,93.9,9,4,1966,38:56:7468887:67,"160,233"
978,"д. Южноуральск, пр. Загородный, д. 253, 878848",дом,110.2,5,14,1971,97:49:2712355:28,"263,104"
979,"д. Тулун, ш. Поселковое, д. 845 стр. 27, 724630",коммерческое,72.9,1,29,2008,33:44:1479597:70,55
980,"клх Краснодар, наб. Шахтерская, д. 48, 283391",дом,147.5,9,3,1995,65:37:3526985:60,232
981,"клх Усть-Баргузин, ул. Ветеранов, д. 49 к. 98, 983221",дом,45.5,5,12,1962,16:93:7417663:64,261
982,"г. Кабанск, алл. Центральная, д. 718, 661008",дом,104.8,5,17,2013,76:65:2831812:97,97
983,"г. Александров Гай, ул. Калинина, д. 75 стр. 440, 531980",квартира,125.4,1,29,1954,83:44:5005847:18,128
984,"с. Усть-Джегута, алл. Омская, д. 5 стр. 6/2, 030762",квартира,443.6,7,13,2000,22:38:5500772:73,142
985,"ст. Лабытнанги, бул. Воровского, д. 2/6 к. 706, 641106",дом,325.7,10,10,1950,22:33:9442968:99,105
986,"ст. Верхнее Пенжино, ул. Хвойная, д. 1 стр. 9/6, 699497",коммерческое,134.5,6,22,1958,31:33:6572641:68,157
987,"к. Учалы, пр. Маркса Карла, д. 94, 689996",коммерческое,247.8,6,1,1972,43:19:3864292:96,7
988,"д. Сибай, пер. Астраханский, д. 9/9, 787915",коммерческое,189.0,8,19,1950,72:41:8928379:24,5
989,"ст. Чокурдах, алл. Гастелло, д. 2/8 к. 1/4, 012657",коммерческое,346.4,5,27,1979,77:74:3806907:28,9
990,"г. Махачкала, пер. Садовый, д. 3, 755851",дом,405.9,6,15,2012,54:79:5317440:94,52
991,"с. Любань, ул. Придорожная, д. 5/7 стр. 21, 419962",дом,26.5,6,10,1992,76:94:9126125:24,187
992,"п. Жигулевск, пер. Беляева, д. 9, 704542",коммерческое,327.1,3,14,1978,94:28:6992727:73,266
993,"клх Магадан, пр. Трудовой, д. 7 к. 30, 570900",коммерческое,354.0,7,12,1976,21:34:7338067:91,296
994,"п. Неплюевка, наб. Цветочная, д. 3/4 к. 84, 828954",коммерческое,345.8,8,29,2017,32:43:6852648:52,141
995,"г. Ступино, бул. Казанский, д. 84 стр. 31, 168507",дом,168.5,1,19,2016,99:53:3062947:65,214
996,"ст. Нижний Новгород, бул. Привокзальный, д. 619 стр. 892, 152610",дом,158.4,1,16,1968,69:97:3520403:76,291
997,"ст. Сарапул, ш. Геологическое, д. 10, 169500",дом,253.7,2,26,1987,11:68:1687078:37,"286,84"
998,"клх Верхнее Пенжино, пер. Труда, д. 5 стр. 92, 698936",квартира,254.4,1,14,1995,94:10:1837217:42,64
999,"д. Красноуфимск, пр. Пограничный, д. 2/9 к. 47, 813104",коммерческое,339.4,9,5,1961,44:28:4300538:65,146
1000,"п. Нижний Тагил, бул. Шолохова, д. 22 стр. 5/4, 748352",дом,125.1,8,30,1995,41:96:7480045:64,42
1001,"с. Кущевская, пр. Партизанский, д. 8/4 стр. 54, 842536",дом,461.7,10,10,1972,82:65:6410314:84,51
1002,"п. Ульяновск, наб. Герцена, д. 577, 657955",дом,85.1,9,7,1988,49:20:5988439:82,103
1003,"с. Ессентуки, пер. Казанский, д. 990, 510740",квартира,200.5,7,4,1967,77:66:6255638:74,"237,280"
1004,"г. Великий Устюг, пр. 9 мая, д. 2/1, 547602",дом,225.3,7,14,2009,13:81:1443289:63,"184,240"
1005,"с. Юровск, алл. Островского, д. 2 к. 20, 275950",коммерческое,455.3,4,19,2015,57:26:5921482:16,72
1006,"ст. Пушкинские Горы, ул. Крестьянская, д. 2 стр. 4, 594795",квартира,213.4,1,15,2016,68:16:2420343:17,202
1007,"к. Балашиха, ул. Азина, д. 82 к. 659, 310064",дом,305.3,5,19,2011,98:52:2021141:25,55
1008,"ст. Александровск, бул. Стадионный, д. 345, 360894",коммерческое,364.1,4,17,1968,81:73:3288458:38,262
1009,"д. Малгобек, пер. Мирный, д. 35 стр. 6, 595205",коммерческое,169.2,1,26,2012,89:98:4367185:24,"80,155"
1010,"г. Бийск, пр. Полевой, д. 769 к. 718, 740378",коммерческое,442.4,9,4,1981,36:23:8948078:13,79
1011,"клх Кежма, алл. Рязанская, д. 6 стр. 10, 776255",квартира,464.5,5,13,2011,33:40:5366631:88,"228,201"
1012,"п. Яшкуль, ш. Заречное, д. 773 к. 5, 624178",дом,90.2,1,6,1968,94:40:3865137:75,64
1013,"д. Биробиджан, алл. Кавказская, д. 53 стр. 2, 009060",квартира,248.6,5,10,1962,85:73:7162932:95,280
1014,"г. Ульяновск, пр. Прудный, д. 30 стр. 716, 329045",коммерческое,403.9,8,14,2004,28:13:5755035:68,198
1015,"ст. Уэлен, ш. Курчатова, д. 3 стр. 729, 260336",квартира,298.7,1,21,2006,15:55:3337125:69,200
1016,"клх Диксон, наб. 40 лет Октября, д. 51 к. 8/1, 071152",квартира,491.2,6,17,2014,36:54:9808972:59,"235,142"
1017,"п. Калач-на-Дону, бул. Радужный, д. 292 к. 9, 897059",коммерческое,92.7,10,11,2008,27:45:6082320:60,90
1018,"г. Вязьма, пр. Ульяновский, д. 6 стр. 895, 216880",дом,482.0,10,22,1973,83:74:9815318:43,248
1019,"п. Сосьва (Хант.), ш. Полтавское, д. 386 стр. 3/9, 540182",коммерческое,478.5,6,19,2001,18:15:1495294:30,166
1020,"п. Абинск, алл. Горняцкая, д. 9, 322041",дом,468.4,8,11,1979,40:23:3919201:59,55
1021,"с. Лабытнанги, алл. Украинская, д. 616 стр. 30, 203042",квартира,49.7,5,4,1954,19:66:7280082:87,216
1022,"п. Санкт-Петербург, наб. Полярная, д. 435 к. 228, 506463",квартира,174.2,8,13,1967,91:83:4350987:35,16
1023,"к. Шали, ш. Щетинкина, д. 8/6, 919832",коммерческое,157.3,4,24,1970,65:77:4226188:21,225
1024,"клх Жиганск, ул. Карбышева, д. 774 стр. 929, 104384",квартира,36.0,3,29,1950,56:62:2207374:53,50
1025,"с. Жигулевск, пер. Широкий, д. 71, 080568",дом,111.3,4,19,2010,74:55:6980829:89,271
1026,"ст. Палана, ш. Дорожное, д. 4/7 к. 91, 550494",дом,225.2,7,28,1959,82:20:3133934:76,"71,35"
1027,"клх Ахтубинск, пр. Черняховского, д. 44 к. 79, 049627",дом,130.7,10,18,1992,12:38:5863655:42,61
1028,"ст. Звенигород, алл. Блюхера, д. 314 к. 4, 258542",квартира,438.8,3,10,1959,78:83:5049993:76,184
1029,"д. Сызрань, бул. Гражданский, д. 3/4 стр. 2, 433853",дом,316.9,9,23,1964,84:70:5413298:93,"257,160"
1030,"с. Казань, бул. Коммунальный, д. 9 к. 43, 303115",дом,145.2,6,29,1957,27:36:6529924:94,174
1031,"г. Одинцово, наб. Павлова, д. 7/5 стр. 6/8, 945353",дом,55.0,10,29,1954,54:19:7983351:86,"32,121"
1032,"д. Солнечногорск, пр. 50 лет Победы, д. 2/7 к. 34, 254508",коммерческое,249.8,3,9,1955,23:14:9331510:74,42
1033,"ст. Южно-Сахалинск, пер. Базарный, д. 3 к. 3/6, 966472",дом,249.2,4,1,1957,13:35:9962151:87,180
1034,"г. Серафимович, алл. Ставропольская, д. 2 к. 3, 140489",дом,45.0,7,23,1966,65:99:8161079:80,"10,283"
1035,"ст. Ербогачен, ш. Огородное, д. 6 к. 4, 796373",квартира,450.6,6,12,1974,53:65:1971778:40,225
1036,"г. Тында, бул. Индустриальный, д. 9/6 стр. 22, 587184",квартира,218.3,9,19,1955,11:41:1954349:19,6
1037,"п. Новый Уренгой, наб. Смоленская, д. 9/8 стр. 5, 017320",квартира,155.6,6,12,1981,47:26:7674289:71,225
1038,"клх Дубна, пр. Леонова, д. 3/7, 563370",квартира,140.1,9,7,2013,55:38:8441397:48,40
1039,"г. Баргузин, бул. 70 лет Октября, д. 97 стр. 605, 002722",коммерческое,137.2,5,11,2019,74:23:1905928:54,"283,150"
1040,"п. Моршанск, бул. Омский, д. 560 к. 29, 681720",квартира,117.7,3,27,2016,39:49:4536127:25,"249,144"
1041,"п. Октябрьское (Челяб.), наб. 60 лет Октября, д. 78 стр. 30, 352595",квартира,489.4,8,21,2008,24:12:9370278:14,73
1042,"п. Зеленогорск (Ленин.), бул. Азина, д. 49, 045735",дом,417.0,2,2,1985,88:59:9310719:12,197
1043,"п. Ревда (Сверд.), ул. 9 мая, д. 1 к. 7/2, 870826",квартира,127.7,7,6,2005,78:16:6119535:14,"197,228"
1044,"ст. Териберка, ш. Крымское, д. 1/2, 712615",квартира,456.8,6,30,1983,85:37:1458775:53,179
1045,"клх Верхний Уфалей, бул. Демьяна Бедного, д. 9 к. 7, 357422",дом,395.7,1,26,1963,80:59:5822081:78,223
1046,"клх Елабуга, алл. Тукая, д. 519, 258922",коммерческое,292.8,9,9,1970,58:69:4996784:26,294
1047,"с. Березники, алл. Энтузиастов, д. 15 к. 4/8, 118046",квартира,499.4,9,10,1993,83:60:1647704:88,"144,141"
1048,"г. Клин, пр. Островского, д. 58, 852013",коммерческое,140.2,10,1,1965,49:82:6385308:43,138
1049,"с. Березники, ш. Лунное, д. 4/8 стр. 7, 547055",квартира,231.2,8,2,1995,71:91:4654790:62,"228,237"
1050,"ст. Ивдель, бул. Ленинградский, д. 2 стр. 5/2, 955640",дом,450.6,9,11,1958,66:33:5328638:45,41
1051,"д. Каспийск, наб. Курчатова, д. 6/3 стр. 370, 426201",квартира,129.2,3,5,1956,39:24:1645952:33,254
1052,"п. Верхний Уфалей, наб. Уральская, д. 49, 967897",коммерческое,172.3,9,23,1979,17:43:5319211:12,226
1053,"д. Троицк (Моск.), алл. Уральская, д. 86 к. 4/2, 276075",коммерческое,364.8,10,8,1994,23:19:9505007:66,181
1054,"к. Ковров, алл. Некрасова, д. 21 стр. 6/5, 089523",квартира,117.9,10,12,2003,19:92:8155068:46,40
1055,"г. Ершов, пер. Верхний, д. 1, 764497",коммерческое,398.3,6,14,1997,70:47:1522734:30,168
1056,"г. Белогорск (Амур.), алл. Фадеева, д. 7/5, 867649",квартира,457.7,1,4,1977,50:75:9525883:84,149
1057,"к. Верхний Уфалей, ш. Проезжее, д. 6/7 к. 145, 635537",дом,418.7,1,22,1969,58:93:2316088:19,111
1058,"д. Орск, пер. Кузнецова, д. 87 к. 619, 963530",коммерческое,499.0,9,24,2003,78:25:9854283:16,"115,290"
1059,"клх Алапаевск, наб. Котовского, д. 328, 636431",коммерческое,231.7,5,7,2023,47:41:6514410:41,269
1060,"д. Юровск, ш. Щорса, д. 6/5 стр. 7/4, 544344",квартира,238.8,2,23,1980,66:62:7071358:20,186
1061,"д. Городовиковск, пер. Владимирский, д. 54 к. 5/4, 640882",квартира,459.0,8,20,1979,67:63:4854788:82,259
1062,"г. Чусовой, пер. Фадеева, д. 89 к. 99, 132109",квартира,392.7,7,22,2024,95:27:5366756:46,"65,276"
1063,"г. Иваново, ш. Серафимовича, д. 575, 346557",квартира,216.1,9,5,2023,73:90:4323637:33,61
1064,"г. Костомукша, ул. Дружбы, д. 7, 612939",квартира,220.9,9,23,2010,22:26:1571694:65,"8,86"
1065,"п. Новомичуринск, алл. Донская, д. 67, 589635",квартира,83.5,9,30,1999,64:55:3138306:61,86
1066,"г. Усть-Катав, ш. Крестьянское, д. 51 к. 9, 345663",коммерческое,160.8,6,29,1993,85:87:2808110:15,124
1067,"п. Уренгой, наб. Сосновая, д. 34 стр. 36, 033474",дом,457.1,8,24,2005,47:71:3258306:33,182
1068,"с. Каргополь, ул. Степная, д. 4 стр. 7/9, 800852",квартира,93.1,1,19,1997,96:93:8608923:58,261
1069,"ст. Череповец, алл. Родниковая, д. 8/5, 743043",коммерческое,366.8,5,25,1962,39:48:9276091:53,91
1070,"п. Киренск, ш. Осипенко, д. 922 стр. 7, 527523",коммерческое,298.3,7,10,1991,59:50:3993320:28,266
1071,"д. Елабуга, ш. Астраханское, д. 320 стр. 7, 330303",дом,269.2,10,29,1990,22:54:5777999:31,108
1072,"с. Снежногорск (Мурм.), ул. Красногвардейская, д. 8/6 к. 376, 995530",дом,230.7,3,10,1983,87:23:4886854:95,141
1073,"клх Обнинск, ул. Крестьянская, д. 93, 723034",квартира,285.0,9,25,1971,13:86:1666811:79,50
1074,"п. Ульяновск, пр. Профсоюзный, д. 317 к. 52, 507648",квартира,254.4,1,12,1976,46:83:8155525:66,100
1075,"ст. Сортавала, бул. Мая 1, д. 5 стр. 2/3, 065838",дом,460.6,2,15,2005,73:43:2457333:27,233
1076,"ст. Соболево, алл. Лазо, д. 622 стр. 795, 844823",квартира,377.3,4,24,1959,51:30:9507058:52,"60,182"
1077,"клх Калач, пер. Магистральный, д. 31 к. 210, 803586",коммерческое,393.0,6,29,1954,65:22:9745909:50,263
1078,"с. Белгород, наб. Парковая, д. 39 к. 2, 529517",коммерческое,422.1,1,21,1951,41:27:7311740:38,286
1079,"п. Дмитров, пр. Краснопартизанский, д. 93 к. 3/3, 542216",дом,92.7,3,24,2013,46:26:4331501:91,136
1080,"клх Москва, ш. Троицкое, д. 4/4 стр. 483, 447048",квартира,228.5,8,18,1976,32:14:8015549:98,"265,110"
1081,"г. Курумкан, ул. Ольховая, д. 759 к. 2, 377492",коммерческое,300.3,6,16,2017,94:33:6034852:39,195
1082,"клх Карталы, пер. Крупской, д. 4/5, 777522",коммерческое,208.3,6,18,2011,47:22:4673044:24,"249,251"
1083,"г. Пышма, пр. Тимирязева, д. 329, 592294",дом,176.2,7,4,1972,69:50:2904822:54,"148,215"
1084,"к. Приморско-Ахтарск, ул. Деповская, д. 6, 363726",дом,423.3,8,20,2002,97:40:1485910:47,66
1085,"клх Ирбит, пр. Репина, д. 954, 851331",дом,49.2,6,9,1990,62:60:8414716:64,111
1086,"г. Кущевская, пер. Вольный, д. 21 стр. 22, 154815",дом,253.0,4,11,1955,49:67:7875496:38,28
1087,"д. Пушкинские Горы, пр. Короленко, д. 1 стр. 991, 488064",коммерческое,119.0,2,20,1992,26:87:1334200:12,86
1088,"ст. Абакан, ш. Коминтерна, д. 99, 787358",дом,388.1,9,3,1956,76:36:7074992:78,"47,171"
1089,"клх Петушки, ш. Маркса, д. 2 к. 3/4, 219262",коммерческое,209.9,4,10,1970,57:52:7935621:37,81
1090,"п. Ишим, наб. Вишневая, д. 542, 147891",квартира,37.3,1,25,2017,23:74:7676281:72,128
1091,"ст. Эльтон, алл. Плеханова, д. 9 к. 428, 800366",дом,31.6,4,2,1984,25:58:7723485:26,145
1092,"клх Звенигород, ул. Овражная, д. 353 стр. 4, 310505",квартира,55.5,7,1,1951,79:87:3547579:22,"139,44"
1093,"п. Туруханск, пер. Молодежный, д. 9, 692990",квартира,419.1,5,26,1991,64:75:1393122:48,201
1094,"с. Тында, пр. Ростовский, д. 7/4 стр. 92, 896337",квартира,146.8,10,16,1998,47:64:2561327:38,104
1095,"д. Нарым, ул. Шолохова, д. 86 стр. 936, 101328",дом,156.5,9,17,1981,58:12:9338861:60,"288,143"
1096,"п. Шумиха, ул. Тукая, д. 35, 918750",дом,127.5,1,13,1979,67:57:8999482:82,"280,56"
1097,"с. Орехово-Зуево, бул. Московский, д. 6/3, 881431",дом,89.0,2,4,2021,31:36:9217672:85,160
1098,"д. Саянск, ул. Бажова, д. 759 к. 58, 720266",дом,315.9,8,17,2022,39:17:9278176:42,73
1099,"д. Оренбург, пер. 40 лет Октября, д. 825, 498992",квартира,37.5,10,20,2002,10:44:4510199:81,173
1100,"п. Шахты, бул. Демьяна Бедного, д. 374 к. 874, 966941",дом,170.2,4,11,2009,71:75:2366240:23,280
1101,"с. Апатиты, ул. Л.Толстого, д. 8 стр. 9, 994641",дом,81.1,1,6,2016,25:31:4311279:66,40
1102,"г. Приморско-Ахтарск, алл. Рязанская, д. 9/6 к. 96, 649804",дом,257.7,9,16,1967,80:63:7700915:11,"59,20"
1103,"г. Шенкурск, бул. Льва Толстого, д. 252, 262706",дом,365.6,5,17,1991,88:57:3784106:28,223
1104,"д. Шахты, ул. Республиканская, д. 9, 581308",коммерческое,477.0,6,17,1982,70:69:4533569:52,105
1105,"к. Старый Оскол, бул. Азовский, д. 5/2 к. 7, 027500",коммерческое,363.2,8,1,1990,63:32:3522438:70,"70,85"
1106,"г. Нефтегорск (Самар.), пр. Шолохова, д. 699 стр. 60, 418493",дом,356.7,4,23,1962,78:68:6553847:22,3
1107,"с. Северодвинск, ул. Р.Люксембург, д. 1/2 стр. 3/7, 013651",коммерческое,95.1,6,21,2021,38:54:1237053:34,240
1108,"к. Магнитогорск, наб. Украинская, д. 567 к. 7, 524062",коммерческое,370.1,6,20,2001,42:81:4398864:19,219
1109,"к. Нефедова, пер. Спартака, д. 3/6 стр. 3/3, 190533",коммерческое,123.9,3,9,2022,23:26:9763038:85,53
1110,"ст. Артем, пр. Дзержинского, д. 7/5 к. 6, 939652",дом,296.3,10,20,1985,88:95:8942448:36,197
1111,"д. Кимры, ул. Восьмого Марта, д. 624 к. 4, 290036",квартира,63.8,10,5,1968,31:70:1004141:51,119
1112,"г. Борзя, ш. Дорожников, д. 82 стр. 3/7, 883958",квартира,265.6,8,14,2010,51:48:9394901:25,27
1113,"д. Мураши, алл. Маяковского, д. 35, 161857",дом,391.5,8,12,1989,76:50:9903425:20,202
1114,"с. Бомнак, наб. Интернациональная, д. 254, 774473",коммерческое,420.1,3,27,2005,81:66:9222404:98,"110,86"
1115,"к. Диксон, пр. Калинина, д. 671 к. 8, 449305",коммерческое,451.9,6,6,1953,56:69:6804775:64,62
1116,"д. Тырныауз, алл. Омская, д. 783, 133892",квартира,203.6,3,30,1951,35:66:7056430:77,287
1117,"д. Соль-Илецк, пер. Ягодный, д. 852 стр. 4/1, 862515",дом,65.2,6,30,1982,74:11:5580646:14,159
1118,"с. Мелеуз, наб. Сахалинская, д. 4 к. 9/1, 891567",дом,41.1,5,9,1957,83:13:8898869:87,246
1119,"к. Омск, ул. Серафимовича, д. 7/3 к. 2/5, 362999",квартира,247.3,9,26,1963,14:57:1483804:88,252
1120,"клх Руза, наб. Интернациональная, д. 101 к. 8, 908352",квартира,59.8,2,2,2006,91:17:6272014:22,"79,91"
1121,"д. Шадринск, бул. Ленина, д. 3 к. 7, 884997",коммерческое,314.7,1,11,1990,31:85:7144765:76,"143,100"
1122,"п. Ухта, ш. Папанина, д. 6 к. 28, 221797",дом,422.1,1,3,1974,74:28:5473408:20,207
1123,"к. Тура, алл. Микрорайон, д. 670 стр. 5, 143672",дом,312.1,9,14,1972,91:10:6220474:45,23
1124,"г. Истра, алл. Красноармейская, д. 98 стр. 7, 193978",дом,243.8,2,19,2009,21:24:2519373:33,61
1125,"к. Чебаркуль, ш. Солнечное, д. 81, 905528",дом,303.8,1,25,1971,11:37:7283563:68,96
1126,"д. Каргополь, ш. Королева, д. 958, 705326",дом,421.9,4,24,1966,49:16:7363773:46,127
1127,"г. Чайковский, ш. Российское, д. 338, 425513",коммерческое,171.5,4,27,1974,44:35:3971447:47,72
1128,"д. Бийск, пер. Чернышевского, д. 181 стр. 6, 243736",дом,64.4,6,19,1996,54:92:9775200:67,226
1129,"клх Тутаев, алл. Воровского, д. 3/8 к. 935, 933539",коммерческое,205.1,9,19,1976,99:65:6820377:92,"88,19"
1130,"клх Нальчик, наб. Парижской Коммуны, д. 854 стр. 61, 639792",дом,355.8,9,18,1984,21:75:4535328:43,"148,107"
1131,"ст. Гатчина, пр. Ленина, д. 16, 837727",квартира,462.5,9,22,1973,70:27:8839101:85,134
1132,"д. Шадринск, ш. Циолковского, д. 1/6 к. 34, 644161",дом,336.0,1,11,1963,90:55:1132511:30,289
1133,"д. Славгород, бул. Логовой, д. 9 к. 7, 051038",дом,331.0,2,6,1995,49:30:8832296:79,172
1134,"с. Качканар, наб. Волгоградская, д. 7/4, 281444",дом,408.4,8,19,2023,98:65:7699704:70,12
1135,"д. Чегем, пер. Крупской, д. 70, 676490",коммерческое,182.2,7,10,1955,39:74:2809511:63,"130,192"
1136,"д. Уварово, пер. Смирнова, д. 6 к. 2, 587271",коммерческое,212.4,1,6,2015,31:48:9792694:35,138
1137,"п. Анива, пр. Виноградный, д. 164 стр. 44, 873877",квартира,338.4,1,3,1989,28:54:8695935:60,"291,72"
1138,"клх Кировск (Ленин.), пр. Дальневосточный, д. 8/1, 130909",коммерческое,90.8,3,10,1989,20:33:4962502:36,1
1139,"п. Тобольск, ш. Маркса Карла, д. 328 стр. 3/6, 204123",квартира,348.7,6,1,2011,30:54:2676269:70,126
1140,"клх Новомичуринск, пр. Элеваторный, д. 244 к. 507, 932453",коммерческое,122.0,8,22,1998,69:41:2607674:59,202
1141,"д. Старый Оскол, пер. Некрасова, д. 522 стр. 1/9, 264963",дом,391.2,5,27,2004,86:60:9960965:19,69
1142,"к. Быково (метеост.), ш. Победы, д. 52 к. 343, 118900",квартира,445.1,3,25,1980,57:56:6701752:74,14
1143,"с. Тула, ул. Революции, д. 80 к. 728, 202009",коммерческое,130.4,8,7,1955,37:48:8304810:21,"204,40"
1144,"с. Псков, алл. Ленинская, д. 4 стр. 9/1, 577950",дом,92.4,5,13,2011,14:43:8075570:32,93
1145,"с. Корсаков, наб. Первомайская, д. 873, 307221",квартира,243.2,2,12,1962,93:61:1205092:30,265
1146,"д. Оленек, ул. Дорожников, д. 367 стр. 11, 546171",коммерческое,204.3,8,1,2012,93:95:7739464:64,295
1147,"с. Азов (Рост.), наб. Фрунзе, д. 16 к. 53, 225216",дом,144.2,2,20,2007,74:57:8944805:52,156
1148,"к. Иркутск, пер. Просторный, д. 520, 772690",квартира,490.8,9,25,1999,96:20:3523078:10,"187,58"
1149,"с. Якша, наб. Мирная, д. 82 к. 2/8, 802455",квартира,267.2,10,24,2008,65:16:8797432:46,133
1150,"с. Ахтубинск, ул. Веселая, д. 258, 686498",дом,196.2,10,22,1997,42:64:6661668:96,251
1151,"с. Усть-Кулом, ш. 60 лет СССР, д. 83 к. 1/1, 474083",коммерческое,148.3,5,12,2003,12:67:6446430:48,13
1152,"д. Выборг, ул. Папанина, д. 3 стр. 164, 698369",дом,371.3,9,24,2000,41:32:2410072:78,58
1153,"ст. Мурманск, наб. Угольная, д. 5/8, 821398",коммерческое,256.9,5,12,2008,98:89:5095330:77,75
1154,"к. Рыльск, алл. Зеленая, д. 31, 720550",квартира,176.8,1,5,1962,58:75:2321455:53,21
1155,"г. Биробиджан, ул. Достоевского, д. 74, 391900",дом,30.7,5,24,1960,65:24:4215246:83,"155,217"
1156,"к. Глазов, ш. Центральное, д. 791 к. 33, 379897",коммерческое,266.7,4,23,1956,57:83:8934254:37,156
1157,"г. Урай, наб. Чкалова, д. 886 стр. 7, 000998",дом,378.5,3,9,2014,95:15:7688583:33,224
1158,"п. Рязань, ул. Владимирская, д. 2/2, 519854",квартира,215.4,1,26,2003,94:26:5609853:44,140
1159,"ст. Хужир, алл. Пролетарская, д. 14 к. 653, 466075",квартира,126.2,1,23,1991,38:18:5829008:87,163
1160,"к. Черемхово, наб. Черемушки, д. 8/3 стр. 910, 402818",коммерческое,206.7,9,1,1993,53:50:6811062:66,"216,169"
1161,"клх Кизел, пр. Рязанский, д. 326 стр. 985, 745273",квартира,275.5,3,22,1999,42:61:1541342:94,256
1162,"с. Мирный, алл. Чайковского, д. 1/1, 129182",коммерческое,492.8,2,7,2017,57:48:5895978:50,"41,250"
1163,"д. Гатчина, пр. Ленинский, д. 65 стр. 246, 079230",квартира,94.8,10,6,1995,82:65:7969137:12,240
1164,"с. Апшеронск, ул. Полярная, д. 38, 101232",коммерческое,377.1,4,13,2018,26:58:3071885:22,146
1165,"к. Верхний Уфалей, ул. Путевая, д. 1, 665344",квартира,294.0,3,28,1970,61:80:7853764:55,109
1166,"к. Ижевск, пр. Маркса Карла, д. 74, 191530",коммерческое,153.9,6,21,1963,95:97:6331381:74,215
1167,"клх Якша, бул. Некрасова, д. 3/5, 586176",квартира,432.3,8,25,2009,46:67:3633482:32,201
1168,"к. Вологда, бул. Подлесный, д. 3/7 стр. 1/9, 665622",коммерческое,418.3,8,21,1972,97:22:7431603:84,2
1169,"д. Саратов, ш. Щербакова, д. 5 к. 8/2, 903500",дом,110.7,1,20,1978,27:88:9445000:20,215
1170,"ст. Тихвин, пер. Клары Цеткин, д. 3 к. 63, 340466",квартира,176.0,4,6,2022,90:70:2526163:57,210
1171,"п. Верхнее Пенжино, ш. Седова, д. 6 к. 55, 064411",коммерческое,265.4,4,28,1970,68:57:5015044:32,200
1172,"ст. Каменск-Уральский, пер. Тихий, д. 47 стр. 563, 594882",дом,83.7,2,29,1953,36:83:8737309:68,103
1173,"д. Пятигорск, ул. Черемушки, д. 5/1 стр. 2, 021254",квартира,402.4,8,17,1964,87:52:3672049:41,228
1174,"г. Кажим, ш. Красноармейское, д. 560, 037218",квартира,379.3,7,28,2016,70:59:2180539:63,36
1175,"г. Канск, ул. Проезжая, д. 997, 114003",коммерческое,392.8,9,23,1953,66:71:2003047:47,"276,62"
1176,"ст. Гдов, ул. Минина, д. 997, 016259",дом,364.0,9,21,2006,64:25:2738505:28,"21,187"
1177,"г. Черемхово, наб. Ульянова, д. 6 стр. 411, 535821",коммерческое,101.1,7,22,1993,28:41:9096533:36,"297,58"
1178,"п. Усть-Ордынский, бул. Сурикова, д. 872 стр. 237, 160881",коммерческое,353.0,8,29,2012,41:43:6745238:47,169
1179,"п. Канск, пер. Серова, д. 8 стр. 2/9, 753076",дом,355.8,10,9,1954,27:28:9754003:46,170
1180,"п. Луга, ул. Осипенко, д. 8 стр. 502, 323622",коммерческое,194.1,5,10,1970,82:91:6112711:70,190
1181,"д. Ачинск, пер. Кошевого, д. 8 к. 7, 067516",квартира,377.0,3,5,1987,59:42:4823830:13,151
1182,"д. Ноглики, бул. Морской, д. 250 стр. 5/3, 107033",квартира,300.4,5,12,2015,76:61:9002301:89,"299,156"
1183,"ст. Троицк (Моск.), ш. Депутатское, д. 4 к. 498, 484813",коммерческое,429.3,6,17,1997,58:72:3837377:77,"177,80"
1184,"к. Воткинск, пр. Линейный, д. 153 стр. 61, 675864",дом,26.8,2,11,1978,49:36:4763297:29,248
1185,"п. Эльтон, алл. Гоголя, д. 610 к. 814, 427896",коммерческое,114.5,8,15,2022,91:11:9793246:39,62
1186,"с. Котельнич, наб. Ломоносова, д. 228 стр. 8/6, 239597",коммерческое,35.8,2,11,2014,18:44:9971681:78,187
1187,"к. Кропоткин (Краснод.), пр. Трудовой, д. 3/4, 024465",коммерческое,271.0,4,9,1973,98:93:5111878:39,"29,229"
1188,"ст. Славянск-на-Кубани, алл. Подгорная, д. 2 к. 2/1, 308715",квартира,39.3,10,9,2020,45:21:4187908:18,234
1189,"ст. Ставрополь, бул. Угловой, д. 1/4 стр. 575, 802741",дом,49.2,4,8,2024,84:71:8789179:22,"68,268"
1190,"клх Сибай, алл. Пархоменко, д. 329 стр. 5, 862728",дом,399.2,2,7,2011,24:66:2398988:70,27
1191,"с. Пушкино (Моск.), наб. Геологическая, д. 476 к. 27, 538676",коммерческое,123.2,8,10,2022,11:84:8210103:24,278
1192,"д. Гремячинск (Перм.), пер. Автомобилистов, д. 1/7, 488693",коммерческое,113.5,10,25,2008,10:42:7831160:86,227
1193,"клх Наро-Фоминск, ш. Белорусское, д. 1 к. 1, 739615",дом,263.5,9,10,1988,43:78:5177895:53,91
1194,"к. Алдан, алл. Космонавтов, д. 8/1 к. 9/8, 554261",коммерческое,168.2,8,4,1973,72:10:6355413:75,288
1195,"ст. Тулпан, алл. Байкальская, д. 4/7 к. 47, 022271",квартира,51.5,7,22,1988,22:66:6745050:91,84
