property_id,address,property_type,area,rooms,floor,build_year,cadastral_number,owner_info
1074,"п. Эльтон, пер. Космический, д. 274 к. 7/6, 662897",Квартира,56.7,5,12,2003,19:92:547191:897,"[{""owner_id"": 40, ""share"": 1.0}]"
1075,"г. Троицк (Челяб.), ш. Репина, д. 62 стр. 67, 002230",Дом,129.3,3,11,2002,93:57:593549:966,"[{""owner_id"": 13, ""share"": 1.0}]"
1076,"к. Ачхой Мартан, пр. Семашко, д. 2/3 к. 2, 890418",Коммерческое,24.6,5,7,1990,75:75:921524:596,"[{""owner_id"": 16, ""share"": 0.14}, {""owner_id"": 83, ""share"": 0.71}, {""owner_id"": 189, ""share"": 0.15}]"
1077,"к. Братск, пр. Автомобилистов, д. 381 к. 39, 884479",Квартира,138.3,2,13,1960,19:38:692867:516,"[{""owner_id"": 111, ""share"": 0.76}, {""owner_id"": 194, ""share"": 0.24}]"
1078,"ст. Калязин, ул. Энгельса, д. 77 к. 9, 442022",Коммерческое,163.7,5,16,2017,76:66:432335:276,"[{""owner_id"": 281, ""share"": 0.69}, {""owner_id"": 215, ""share"": 0.19}, {""owner_id"": 276, ""share"": 0.12}]"
1079,"к. Уварово, ш. Пирогова, д. 41 стр. 4/8, 450311",Дом,184.0,3,8,1996,39:68:430108:767,"[{""owner_id"": 295, ""share"": 1.0}]"
1080,"с. Оленек, пер. Индустриальный, д. 2 стр. 79, 610471",Коммерческое,33.8,3,21,2011,87:39:570777:806,"[{""owner_id"": 124, ""share"": 0.39}, {""owner_id"": 228, ""share"": 0.24}, {""owner_id"": 210, ""share"": 0.37}]"
1081,"ст. Челябинск, алл. Островского, д. 3/5 стр. 7/9, 410341",Квартира,186.6,2,25,2002,96:84:798249:142,"[{""owner_id"": 292, ""share"": 1.0}]"
1082,"п. Братск, ул. Заозерная, д. 640 стр. 632, 790447",Дом,76.5,1,14,2003,74:28:703992:507,"[{""owner_id"": 147, ""share"": 1.0}]"
1083,"с. Абинск, бул. Прохладный, д. 267 стр. 9, 831031",Квартира,177.8,1,6,1965,63:43:902694:568,"[{""owner_id"": 102, ""share"": 1.0}]"
1084,"ст. Охотск, наб. Монтажников, д. 82 к. 8, 074033",Квартира,170.1,1,23,1971,19:26:639908:888,"[{""owner_id"": 241, ""share"": 0.2}, {""owner_id"": 52, ""share"": 0.8}]"
1085,"к. Южно-Сахалинск, пер. Химиков, д. 493 стр. 536, 264106",Дом,83.8,4,23,2021,40:47:224811:345,"[{""owner_id"": 199, ""share"": 1.0}]"
1086,"п. Россошь, наб. Астраханская, д. 680 к. 7/4, 010896",Квартира,33.3,3,15,2002,90:67:876677:855,"[{""owner_id"": 173, ""share"": 0.9}, {""owner_id"": 56, ""share"": 0.1}]"
1087,"с. Витим, наб. Космическая, д. 1/7, 004748",Коммерческое,44.2,2,24,2015,20:29:108161:608,"[{""owner_id"": 245, ""share"": 1.0}]"
1088,"д. Малгобек, пр. Городской, д. 9 стр. 470, 100770",Дом,77.7,2,17,1985,22:39:411792:506,"[{""owner_id"": 233, ""share"": 1.0}]"
1089,"с. Кизел, пр. Комарова, д. 4 стр. 80, 117196",Коммерческое,181.5,5,17,2004,46:51:502724:327,"[{""owner_id"": 289, ""share"": 1.0}]"
1090,"к. Энгельс, алл. Студенческая, д. 5, 155967",Коммерческое,178.8,2,14,2016,45:83:745374:322,"[{""owner_id"": 74, ""share"": 0.75}, {""owner_id"": 22, ""share"": 0.25}]"
1091,"п. Кировск (Мурм.), бул. Лермонтова, д. 6/6 стр. 23, 033530",Квартира,41.3,3,16,2006,38:31:402491:962,"[{""owner_id"": 146, ""share"": 1.0}]"
1092,"д. Черняховск, алл. Серова, д. 6/4 стр. 2/8, 317394",Коммерческое,155.9,1,20,1955,79:78:937803:200,"[{""owner_id"": 55, ""share"": 0.21}, {""owner_id"": 119, ""share"": 0.22}, {""owner_id"": 143, ""share"": 0.57}]"
1093,"к. Терней, бул. Деповский, д. 68 к. 6/4, 768714",Дом,56.6,5,14,2006,76:26:971406:465,"[{""owner_id"": 14, ""share"": 1.0}]"
1094,"к. Чебаркуль, ш. Свободное, д. 7/8, 605581",Коммерческое,147.1,1,15,2005,73:43:191083:886,"[{""owner_id"": 57, ""share"": 1.0}]"
1095,"ст. Моршанск, пер. Кедровый, д. 316 к. 1, 989354",Коммерческое,140.4,3,3,1978,19:51:264340:520,"[{""owner_id"": 143, ""share"": 1.0}]"
1096,"с. Карпинск, пер. Никитина, д. 614 стр. 8, 393427",Коммерческое,152.4,1,23,1990,14:65:205317:955,"[{""owner_id"": 233, ""share"": 1.0}]"
1097,"с. Черкесск, наб. Космонавтов, д. 19, 092600",Коммерческое,139.0,1,21,1951,41:27:714825:386,"[{""owner_id"": 267, ""share"": 0.25}, {""owner_id"": 163, ""share"": 0.75}]"
1098,"ст. Вытегра, ш. Горное, д. 256 стр. 2/8, 844981",Квартира,107.2,2,24,2013,46:26:308218:651,"[{""owner_id"": 113, ""share"": 0.31}, {""owner_id"": 101, ""share"": 0.69}]"
1099,"ст. Киров (Вятка), ул. Казачья, д. 58, 990867",Квартира,108.3,5,7,1972,14:63:821401:270,"[{""owner_id"": 265, ""share"": 0.1}, {""owner_id"": 110, ""share"": 0.9}]"
1100,"клх Кежма, ул. Путевая, д. 9, 773655",Квартира,134.8,4,17,1973,48:39:406305:685,"[{""owner_id"": 299, ""share"": 1.0}]"
1101,"д. Джубга, ул. Геологическая, д. 70, 186417",Коммерческое,84.3,4,10,1962,38:24:891634:783,"[{""owner_id"": 201, ""share"": 1.0}]"
1102,"клх Ярославль, бул. Главный, д. 723 стр. 2, 936835",Дом,64.5,4,4,1972,69:50:792702:117,"[{""owner_id"": 229, ""share"": 1.0}]"
1103,"ст. Славянск-на-Кубани, наб. Пионерская, д. 42 к. 393, 282671",Коммерческое,43.1,4,16,2002,97:40:130369:298,"[{""owner_id"": 204, ""share"": 1.0}]"
1104,"д. Комсомольск-на-Амуре, пер. Троицкий, д. 3 к. 35, 444843",Дом,30.9,3,9,1990,62:60:948330:453,"[{""owner_id"": 111, ""share"": 1.0}]"
1105,"д. Гаврилов-Ям, ул. Некрасова, д. 13, 409805",Квартира,68.3,2,11,1955,49:67:529718:227,"[{""owner_id"": 134, ""share"": 1.0}]"
1106,"г. Нальчик, бул. Тельмана, д. 862 к. 1/3, 912046",Коммерческое,57.1,1,20,1992,26:87:665987:21,"[{""owner_id"": 86, ""share"": 1.0}]"
1107,"п. Гдов, алл. М.Горького, д. 1/4 к. 63, 180295",Дом,158.0,5,3,1956,76:36:479687:549,"[{""owner_id"": 11, ""share"": 0.72}, {""owner_id"": 195, ""share"": 0.13}, {""owner_id"": 47, ""share"": 0.15}]"
1108,"с. Кинешма, пр. Привольный, д. 8 стр. 6, 924741",Коммерческое,91.2,2,10,1970,57:52:533476:221,"[{""owner_id"": 81, ""share"": 1.0}]"
1109,"с. Кашхатау, пр. Первомайский, д. 78 к. 75, 611258",Квартира,26.5,1,25,2017,23:74:517267:811,"[{""owner_id"": 128, ""share"": 1.0}]"
1110,"п. Каргополь, ш. Луговое, д. 456, 829248",Дом,74.3,2,21,1981,14:44:886343:127,"[{""owner_id"": 81, ""share"": 1.0}]"
1111,"п. Златоуст, ул. Дорожников, д. 31, 365485",Коммерческое,177.8,1,3,1959,74:63:121133:16,"[{""owner_id"": 194, ""share"": 0.2}, {""owner_id"": 206, ""share"": 0.8}]"
1112,"г. Солнечногорск, ул. Вишневая, д. 1/9, 287416",Коммерческое,162.7,2,20,1989,51:64:637243:762,"[{""owner_id"": 278, ""share"": 0.18}, {""owner_id"": 78, ""share"": 0.82}]"
1113,"д. Руза, бул. Димитрова, д. 2, 955510",Дом,56.5,3,21,2023,70:58:405385:440,"[{""owner_id"": 141, ""share"": 1.0}]"
1114,"г. Аршан (Бурят.), ул. Лермонтова, д. 3 стр. 36, 003607",Коммерческое,70.1,3,23,2018,74:41:500984:18,"[{""owner_id"": 209, ""share"": 1.0}]"
1115,"п. Москва, МГУ, алл. Камская, д. 334, 375391",Коммерческое,195.5,4,25,1979,67:57:599967:577,"[{""owner_id"": 202, ""share"": 0.67}, {""owner_id"": 191, ""share"": 0.16}, {""owner_id"": 280, ""share"": 0.17}]"
1116,"ст. Уфа, ш. Боровое, д. 7/4, 669687",Дом,45.9,1,4,2021,31:36:613604:608,"[{""owner_id"": 160, ""share"": 1.0}]"
1117,"п. Каргасок, наб. Королева, д. 5, 061664",Дом,131.0,4,17,2022,39:17:904686:506,"[{""owner_id"": 73, ""share"": 1.0}]"
1118,"г. Усмань, наб. Толстого, д. 215 к. 7/5, 962809",Коммерческое,80.8,2,2,1991,98:82:727814:417,"[{""owner_id"": 160, ""share"": 1.0}]"
1119,"г. Глазов, ул. Карла Маркса, д. 796 к. 631, 552322",Дом,118.2,3,21,1980,51:69:843302:495,"[{""owner_id"": 138, ""share"": 0.7}, {""owner_id"": 108, ""share"": 0.3}]"
1120,"д. Уссурийск, пр. 9 Января, д. 4, 404762",Квартира,96.6,1,13,1966,11:30:645195:767,"[{""owner_id"": 42, ""share"": 1.0}]"
1121,"д. Ногинск (Моск.), ш. Загородное, д. 315, 586277",Дом,176.6,1,2,2004,73:31:756581:823,"[{""owner_id"": 102, ""share"": 1.0}]"
1122,"г. Кижи, пр. Томский, д. 530, 880971",Коммерческое,177.4,4,13,1951,47:25:556633:302,"[{""owner_id"": 72, ""share"": 1.0}]"
1123,"ст. Миллерово, алл. Проточная, д. 6, 592055",Дом,121.5,2,5,1987,76:97:314393:823,"[{""owner_id"": 139, ""share"": 0.36}, {""owner_id"": 268, ""share"": 0.64}]"
1124,"к. Саянск, пер. Целинный, д. 937 к. 50, 762745",Коммерческое,128.8,4,15,1976,52:27:272216:537,"[{""owner_id"": 191, ""share"": 1.0}]"
1125,"с. Абакан, пер. 70 лет Октября, д. 1/2 стр. 3, 133689",Квартира,47.1,1,1,1989,99:34:308947:711,"[{""owner_id"": 243, ""share"": 0.35}, {""owner_id"": 6, ""share"": 0.65}]"
1126,"г. Токсово, наб. Гафури, д. 2/3, 074611",Дом,37.0,5,15,1970,18:54:767254:573,"[{""owner_id"": 235, ""share"": 1.0}]"
1127,"д. Шадринск, пр. Гвардейский, д. 7, 338788",Дом,71.2,4,19,1989,57:89:904246:413,"[{""owner_id"": 177, ""share"": 0.84}, {""owner_id"": 8, ""share"": 0.16}]"
1128,"д. Норильск, бул. М.Горького, д. 484 стр. 7/4, 900737",Коммерческое,59.0,2,9,2022,23:26:935593:535,"[{""owner_id"": 288, ""share"": 0.16}, {""owner_id"": 278, ""share"": 0.2}, {""owner_id"": 104, ""share"": 0.64}]"
1129,"ст. Кяхта, пр. Калужский, д. 5 к. 707, 626543",Дом,123.6,5,20,1985,88:95:596403:215,"[{""owner_id"": 197, ""share"": 1.0}]"
1130,"ст. Новокузнецк, ул. Черняховского, д. 643 стр. 99, 907996",Квартира,36.4,5,5,1968,31:70:100258:332,"[{""owner_id"": 119, ""share"": 1.0}]"
1131,"с. Терскол, бул. Минина, д. 7, 678434",Квартира,112.1,4,14,2010,51:48:624681:779,"[{""owner_id"": 27, ""share"": 1.0}]"
1132,"ст. Касимов, пр. Гражданский, д. 8/7, 350078",Дом,87.9,4,23,2010,55:49:979387:535,"[{""owner_id"": 287, ""share"": 1.0}]"
1133,"д. Енисейск, алл. Ивановская, д. 5, 336999",Коммерческое,171.6,2,21,1985,28:65:687712:453,"[{""owner_id"": 41, ""share"": 1.0}]"
1134,"д. Нальчик, ш. Московское, д. 23 стр. 66, 273551",Коммерческое,41.6,4,21,1994,32:13:483450:876,"[{""owner_id"": 129, ""share"": 1.0}]"
1135,"п. Кузнецк, бул. Цветочный, д. 32 стр. 84, 146950",Коммерческое,96.3,5,18,1974,58:57:287700:956,"[{""owner_id"": 178, ""share"": 1.0}]"
1136,"к. Нурлат, бул. Микрорайон, д. 120 к. 2/8, 136445",Коммерческое,55.1,5,10,1992,22:57:366086:515,"[{""owner_id"": 6, ""share"": 0.45}, {""owner_id"": 101, ""share"": 0.55}]"
1137,"ст. Павловский Посад, ш. Большое, д. 489, 270650",Коммерческое,146.8,3,21,1957,83:13:852908:950,"[{""owner_id"": 140, ""share"": 0.61}, {""owner_id"": 18, ""share"": 0.18}, {""owner_id"": 141, ""share"": 0.21}]"
1138,"г. Елатьма, ш. Кавказское, д. 60, 446853",Дом,51.3,5,4,1954,57:13:742693:916,"[{""owner_id"": 233, ""share"": 1.0}]"
1139,"к. Нязепетровск, ш. 50 лет Октября, д. 1 к. 46, 607778",Квартира,30.1,1,11,1962,79:45:993990:199,"[{""owner_id"": 91, ""share"": 0.17}, {""owner_id"": 68, ""share"": 0.83}]"
1140,"п. Джейрах, пр. Хуторской, д. 146 к. 482, 962690",Дом,170.7,3,23,1971,85:56:641422:15,"[{""owner_id"": 9, ""share"": 1.0}]"
1141,"п. Бирск, пр. Грибоедова, д. 1 стр. 2/8, 670151",Коммерческое,46.6,3,3,1972,66:15:388909:624,"[{""owner_id"": 207, ""share"": 0.15}, {""owner_id"": 214, ""share"": 0.64}, {""owner_id"": 32, ""share"": 0.21}]"
1142,"г. Каргополь, ш. Снежное, д. 5 стр. 876, 162183",Дом,51.1,1,10,1985,81:54:223432:350,"[{""owner_id"": 259, ""share"": 1.0}]"
1143,"д. Брянск, пер. Авиационный, д. 3/2 стр. 153, 122600",Коммерческое,187.4,1,4,1961,33:21:294677:326,"[{""owner_id"": 45, ""share"": 1.0}]"
1144,"д. Кировск (Мурм.), пр. 9 Января, д. 3 стр. 1/6, 985788",Квартира,162.0,2,21,1997,68:20:859459:966,"[{""owner_id"": 11, ""share"": 1.0}]"
1145,"д. Долинск, пр. Каштановый, д. 92, 126980",Коммерческое,156.0,2,10,1956,58:46:286650:286,"[{""owner_id"": 98, ""share"": 1.0}]"
1146,"с. Пятигорск, пер. Шевченко, д. 84 к. 1/7, 647245",Дом,60.7,2,9,1975,32:47:371952:715,"[{""owner_id"": 162, ""share"": 1.0}]"
1147,"с. Кедровый, пер. Вавилова, д. 8 к. 9/9, 070946",Дом,83.9,3,12,2016,67:90:820413:852,"[{""owner_id"": 48, ""share"": 1.0}]"
1148,"с. Серпухов, пр. Дальний, д. 99, 284268",Дом,48.0,5,7,2005,54:92:950299:699,"[{""owner_id"": 300, ""share"": 1.0}]"
1149,"д. Домодедово, бул. Кирпичный, д. 5/2 к. 1/1, 371860",Коммерческое,119.3,3,3,2015,36:43:328856:479,"[{""owner_id"": 107, ""share"": 0.66}, {""owner_id"": 176, ""share"": 0.34}]"
1150,"клх Пермь, пер. Комсомольский, д. 71 стр. 5/8, 127983",Коммерческое,138.5,2,16,1967,69:85:438680:382,"[{""owner_id"": 60, ""share"": 1.0}]"
1151,"ст. Кузнецк, пер. Ватутина, д. 55, 601991",Дом,146.2,3,1,1970,63:70:450971:345,"[{""owner_id"": 18, ""share"": 1.0}]"
1152,"д. Саранск, бул. Стадионный, д. 1/9, 715207",Квартира,184.4,3,6,2009,79:33:888576:23,"[{""owner_id"": 52, ""share"": 1.0}]"
1153,"клх Белоярский, ш. Февральское, д. 443 к. 9/6, 967246",Коммерческое,123.7,4,24,2001,70:41:364843:741,"[{""owner_id"": 234, ""share"": 1.0}]"
1154,"к. Бомнак, ул. Советская, д. 270, 850205",Дом,142.1,3,2,1979,74:23:541435:437,"[{""owner_id"": 173, ""share"": 1.0}]"
1155,"к. Лысьва, пр. Ростовский, д. 39 стр. 310, 599747",Квартира,112.2,3,20,2017,35:82:888371:143,"[{""owner_id"": 296, ""share"": 0.57}, {""owner_id"": 206, ""share"": 0.43}]"
1156,"ст. Шатой, наб. Микрорайон, д. 5 к. 35, 942041",Квартира,194.7,3,25,1968,54:68:515229:170,"[{""owner_id"": 171, ""share"": 1.0}]"
1157,"г. Нижнекамск, алл. Гончарова, д. 1 стр. 2, 379376",Квартира,178.9,3,10,1960,33:40:999428:209,"[{""owner_id"": 76, ""share"": 1.0}]"
1158,"с. Тында, бул. Достоевского, д. 685, 174905",Квартира,143.2,3,1,2011,30:54:204766:483,"[{""owner_id"": 126, ""share"": 1.0}]"
1159,"д. Тимашевск, наб. Абрикосовая, д. 480, 862405",Коммерческое,58.2,4,22,1998,69:41:900122:939,"[{""owner_id"": 202, ""share"": 1.0}]"
1160,"к. Набережные Челны, пер. Николаева, д. 52, 352791",Дом,157.3,2,13,1991,46:96:865850:894,"[{""owner_id"": 66, ""share"": 1.0}]"
1161,"г. Березники, пер. Попова, д. 784 стр. 9/9, 932135",Коммерческое,32.9,4,22,1953,38:87:286814:787,"[{""owner_id"": 202, ""share"": 1.0}]"
1162,"д. Карталы, ш. Просвещения, д. 94, 022642",Дом,110.3,1,20,2000,19:92:341249:142,"[{""owner_id"": 186, ""share"": 1.0}]"
1163,"клх Данков, наб. Толстого, д. 9, 987819",Квартира,74.3,1,11,1999,93:33:546390:155,"[{""owner_id"": 23, ""share"": 1.0}]"
1164,"ст. Лесной (Сверд.), бул. Ореховый, д. 8 к. 7, 429371",Коммерческое,167.8,1,9,2003,32:30:517559:699,"[{""owner_id"": 199, ""share"": 1.0}]"
1165,"клх Соль-Илецк, ул. Васильковая, д. 2/8, 758045",Дом,165.1,3,22,1962,93:61:942583:827,"[{""owner_id"": 55, ""share"": 1.0}]"
1166,"с. Светлогорск (Калин.), пер. Толбухина, д. 9/9 к. 8/6, 458474",Квартира,123.4,4,22,2008,11:72:785577:983,"[{""owner_id"": 164, ""share"": 1.0}]"
1167,"к. Адлер, пер. Геологический, д. 16, 962751",Квартира,74.5,3,24,1964,87:67:626449:382,"[{""owner_id"": 217, ""share"": 1.0}]"
1168,"с. Красная Поляна, пер. Нагорный, д. 924 стр. 5, 936561",Квартира,161.4,4,18,1999,96:20:257692:8,"[{""owner_id"": 172, ""share"": 0.88}, {""owner_id"": 274, ""share"": 0.12}]"
1169,"с. Усть-Камчатск, алл. Шахтерская, д. 80 к. 565, 531602",Квартира,112.7,5,24,2008,65:16:587339:289,"[{""owner_id"": 133, ""share"": 1.0}]"
1170,"клх Малая Вишера, алл. Цветочная, д. 37, 186244",Дом,86.1,5,22,1997,42:64:453854:692,"[{""owner_id"": 251, ""share"": 1.0}]"
1171,"с. Калач, ш. Гвардейское, д. 41, 782878",Коммерческое,68.1,3,12,2003,12:67:440401:305,"[{""owner_id"": 13, ""share"": 1.0}]"
1172,"с. Буйнакск, бул. Победы, д. 9 к. 9, 635654",Дом,151.7,5,24,2000,41:32:188129:548,"[{""owner_id"": 58, ""share"": 1.0}]"
1173,"п. Яр-Сале, бул. Смоленский, д. 3 стр. 928, 690594",Коммерческое,108.8,3,12,2008,98:89:355958:941,"[{""owner_id"": 75, ""share"": 1.0}]"
1174,"п. Уварово, алл. Лунная, д. 1/6 стр. 40, 329887",Квартира,78.8,1,5,1962,58:75:860636:81,"[{""owner_id"": 269, ""share"": 0.47}, {""owner_id"": 292, ""share"": 0.53}]"
1175,"п. Ессентуки, алл. Космодемьянской, д. 9/7, 277862",Дом,92.1,2,24,1982,93:20:977504:935,"[{""owner_id"": 155, ""share"": 1.0}]"
1176,"п. Соликамск, пер. Леонова, д. 1/4, 087783",Квартира,122.8,3,20,2015,79:41:827981:819,"[{""owner_id"": 60, ""share"": 1.0}]"
1177,"г. Алагир, алл. Курская, д. 64 к. 8, 562327",Дом,58.7,4,9,1973,45:74:804055:47,"[{""owner_id"": 294, ""share"": 1.0}]"
1178,"г. Красноселькуп, алл. Лазо, д. 8 к. 30, 322857",Коммерческое,71.3,1,14,1976,12:63:789137:133,"[{""owner_id"": 93, ""share"": 1.0}]"
1179,"клх Жуковский, ул. Амурская, д. 6 к. 5, 893977",Коммерческое,162.2,3,4,1978,38:12:843449:333,"[{""owner_id"": 237, ""share"": 1.0}]"
1180,"г. Воркута, пр. Верхний, д. 7 к. 7, 386569",Коммерческое,148.2,4,19,2003,91:86:444721:555,"[{""owner_id"": 148, ""share"": 1.0}]"
1181,"к. Тольятти, наб. Автомобилистов, д. 4/4 стр. 22, 489558",Квартира,81.7,3,12,2006,29:69:995857:761,"[{""owner_id"": 286, ""share"": 1.0}]"
1182,"г. Александров, ш. Олега Кошевого, д. 53 стр. 5, 640760",Коммерческое,50.6,4,9,2001,14:94:993692:586,"[{""owner_id"": 273, ""share"": 1.0}]"
1183,"г. Верещагино (Перм.), бул. Коммунистический, д. 93, 138716",Коммерческое,86.5,3,25,1990,67:96:590083:31,"[{""owner_id"": 250, ""share"": 0.17}, {""owner_id"": 288, ""share"": 0.57}, {""owner_id"": 177, ""share"": 0.26}]"
1184,"п. Новомичуринск, пер. Цветочный, д. 9 к. 108, 533743",Квартира,132.4,5,14,2003,12:46:683469:762,"[{""owner_id"": 300, ""share"": 1.0}]"
1185,"с. Анива, бул. Химиков, д. 3/9, 156596",Дом,185.8,2,13,1965,22:60:328909:217,"[{""owner_id"": 121, ""share"": 1.0}]"
1186,"клх Черемхово, наб. К.Маркса, д. 6/6 стр. 6, 553629",Коммерческое,196.2,5,14,1995,37:63:728357:286,"[{""owner_id"": 293, ""share"": 0.79}, {""owner_id"": 149, ""share"": 0.11}, {""owner_id"": 92, ""share"": 0.1}]"
1187,"г. Малгобек, наб. Лунная, д. 683 стр. 35, 207882",Коммерческое,39.0,3,17,2018,78:60:336033:880,"[{""owner_id"": 186, ""share"": 1.0}]"
1188,"клх Мичуринск, ш. Ленинградское, д. 51, 744520",Дом,168.7,4,6,1972,61:46:103499:546,"[{""owner_id"": 238, ""share"": 1.0}]"
1189,"ст. Двинской, бул. Добролюбова, д. 8 к. 90, 403532",Квартира,89.0,4,14,2002,34:91:130451:634,"[{""owner_id"": 238, ""share"": 0.65}, {""owner_id"": 89, ""share"": 0.35}]"
1190,"клх Лодейное Поле, ул. Ангарская, д. 46 к. 1, 121805",Квартира,127.9,4,1,1991,88:41:274544:583,"[{""owner_id"": 258, ""share"": 1.0}]"
1191,"с. Холмск, пер. Транспортный, д. 547 к. 323, 460189",Дом,24.1,5,21,1999,80:75:302408:871,"[{""owner_id"": 47, ""share"": 1.0}]"
1192,"п. Махачкала, бул. Лесозаводский, д. 9 стр. 8, 339962",Квартира,78.1,3,3,1953,36:83:583581:471,"[{""owner_id"": 235, ""share"": 0.24}, {""owner_id"": 189, ""share"": 0.62}, {""owner_id"": 123, ""share"": 0.14}]"
1193,"д. Пушкин, алл. Журавлева, д. 34, 120291",Квартира,163.4,4,17,1964,87:52:267003:251,"[{""owner_id"": 228, ""share"": 1.0}]"
1194,"п. Аша, наб. Маяковского, д. 929, 888196",Квартира,154.7,4,17,2010,59:19:921079:428,"[{""owner_id"": 36, ""share"": 1.0}]"
1195,"ст. Новочеркасск, алл. Огородная, д. 199, 133568",Коммерческое,30.8,4,24,1955,56:61:851435:950,"[{""owner_id"": 276, ""share"": 0.67}, {""owner_id"": 62, ""share"": 0.16}, {""owner_id"": 274, ""share"": 0.17}]"
1196,"с. Екатеринбург, ш. Автомобилистов, д. 8/1, 171038",Дом,161.7,1,5,1983,84:24:857065:174,"[{""owner_id"": 226, ""share"": 1.0}]"
1197,"д. Сосьва (Хант.), ул. Ломоносова, д. 413 к. 40, 495607",Квартира,184.3,4,7,1983,22:52:773223:711,"[{""owner_id"": 174, ""share"": 1.0}]"
1198,"д. Сорочинск, наб. Майская, д. 8/6 к. 85, 316316",Квартира,156.3,3,10,2006,52:67:833543:265,"[{""owner_id"": 252, ""share"": 1.0}]"
1199,"клх Талдом, пер. Магистральный, д. 805 стр. 739, 066700",Квартира,46.6,3,1,1978,57:82:480343:731,"[{""owner_id"": 19, ""share"": 1.0}]"
1200,"с. Шарья, пр. Высоковольтный, д. 43 к. 1/1, 158009",Коммерческое,134.1,4,23,2006,96:47:261943:762,"[{""owner_id"": 82, ""share"": 1.0}]"
1201,"к. Батайск, пр. Ивановский, д. 42 стр. 4, 658744",Дом,66.3,2,1,1977,84:48:255570:599,"[{""owner_id"": 66, ""share"": 0.59}, {""owner_id"": 76, ""share"": 0.41}]"
1202,"п. Снежногорск (Мурм.), пер. Садовый, д. 3/3 к. 9, 585455",Коммерческое,111.5,5,13,2011,89:31:460934:660,"[{""owner_id"": 187, ""share"": 1.0}]"
1203,"д. Галич, пр. Железнодорожный, д. 94 стр. 73, 883873",Дом,114.2,4,16,1971,77:71:283906:496,"[{""owner_id"": 257, ""share"": 1.0}]"
1204,"п. Комсомольск-на-Амуре, ул. Спортивная, д. 4 стр. 5/8, 846648",Дом,57.2,2,9,1965,93:35:473818:511,"[{""owner_id"": 8, ""share"": 0.37}, {""owner_id"": 34, ""share"": 0.63}]"
1205,"клх Курган, пр. Камский, д. 2/3, 631755",Коммерческое,172.2,5,8,1975,56:95:134435:409,"[{""owner_id"": 7, ""share"": 1.0}]"
1206,"с. Петропавловск-Камчатский, ул. Троицкая, д. 9, 081144",Коммерческое,32.1,5,18,2018,20:17:568328:581,"[{""owner_id"": 169, ""share"": 1.0}]"
1207,"с. Избербаш, ул. Труда, д. 26 стр. 768, 146036",Дом,163.5,2,23,1981,39:98:852227:468,"[{""owner_id"": 126, ""share"": 1.0}]"
1208,"д. Шилка, пр. Рабочий, д. 6, 465426",Коммерческое,69.9,2,24,1958,26:76:417467:63,"[{""owner_id"": 137, ""share"": 1.0}]"
1209,"д. Краснотурьинск, пр. Микрорайон, д. 440, 454595",Коммерческое,157.1,4,15,1962,78:16:434347:809,"[{""owner_id"": 125, ""share"": 1.0}]"
1210,"г. Алдан, ул. Дальняя, д. 396, 723869",Дом,41.0,1,16,1975,22:79:718005:221,"[{""owner_id"": 101, ""share"": 1.0}]"
1211,"клх Гремячинск (Перм.), ул. 9 Января, д. 96 стр. 68, 957093",Коммерческое,21.7,4,4,2006,92:34:717545:826,"[{""owner_id"": 154, ""share"": 1.0}]"
1212,"ст. Шенкурск, ул. Плеханова, д. 1 стр. 713, 034848",Квартира,65.3,4,20,1984,73:90:285107:337,"[{""owner_id"": 234, ""share"": 1.0}]"
1213,"ст. Соль-Илецк, ул. Пионерская, д. 3/8 к. 6, 429544",Дом,191.3,3,9,2018,41:53:388660:695,"[{""owner_id"": 264, ""share"": 1.0}]"
1214,"д. Мытищи, алл. Промышленная, д. 6/7 к. 67, 800161",Коммерческое,99.2,2,16,1950,50:75:593361:508,"[{""owner_id"": 159, ""share"": 1.0}]"
1215,"к. Мелеуз, пер. Балтийский, д. 3 к. 25, 383264",Дом,141.1,1,15,1993,91:97:664752:843,"[{""owner_id"": 34, ""share"": 1.0}]"
1216,"клх Баргузин, ул. 9 Января, д. 278, 945761",Квартира,58.4,5,10,1990,77:70:207916:702,"[{""owner_id"": 56, ""share"": 1.0}]"
1217,"ст. Курумкан, наб. Детская, д. 442 стр. 6, 833728",Коммерческое,140.9,3,6,1974,60:31:993761:162,"[{""owner_id"": 108, ""share"": 1.0}]"
1218,"ст. Плес, пр. Свободный, д. 30 стр. 6/7, 771158",Дом,192.2,4,21,2003,44:39:375623:484,"[{""owner_id"": 81, ""share"": 1.0}]"
1219,"ст. Туапсе, ул. Литейная, д. 207 к. 261, 644611",Коммерческое,76.8,3,14,2022,60:63:105948:781,"[{""owner_id"": 156, ""share"": 0.34}, {""owner_id"": 190, ""share"": 0.43}, {""owner_id"": 75, ""share"": 0.23}]"
1220,"ст. Чебаркуль, наб. Лермонтова, д. 84 к. 98, 237748",Дом,158.1,1,23,1975,36:94:851485:263,"[{""owner_id"": 29, ""share"": 0.62}, {""owner_id"": 210, ""share"": 0.13}, {""owner_id"": 182, ""share"": 0.25}]"
1221,"г. Белый Яр (Томск.), пер. Киевский, д. 45 к. 25, 180822",Квартира,77.9,4,11,2021,81:35:936212:221,"[{""owner_id"": 192, ""share"": 1.0}]"
